sample_ids,sample_number,first_sample_date,sample_bin_id,sample_event_id,location_id
BTC22_10_B_3,3,2022-05-16,33,11,2
BTC22_10_B_3,3,2022-05-16,38,11,2
BTC22_10_B_3,3,2022-05-16,43,11,2
BTC22_10_B_3,3,2022-05-16,48,11,2
BTC22_10_C_1,1,2022-05-16,4,11,2
BTC22_10_C_1,1,2022-05-16,9,11,2
BTC22_10_C_1,1,2022-05-16,14,11,2
BTC22_10_C_1,1,2022-05-16,19,11,2
BTC22_10_C_1,1,2022-05-16,24,11,2
BTC22_10_C_1,1,2022-05-16,29,11,2
BTC22_10_C_1,1,2022-05-16,34,11,2
BTC22_10_C_1,1,2022-05-16,39,11,2
BTC22_10_C_1,1,2022-05-16,44,11,2
BTC22_10_C_1,1,2022-05-16,49,11,2
BTC22_10_C_2,2,2022-05-16,4,11,2
BTC22_10_C_2,2,2022-05-16,9,11,2
BTC22_10_C_2,2,2022-05-16,14,11,2
BTC22_10_C_2,2,2022-05-16,19,11,2
BTC22_10_C_2,2,2022-05-16,24,11,2
BTC22_10_C_2,2,2022-05-16,29,11,2
BTC22_10_C_2,2,2022-05-16,34,11,2
BTC22_10_C_2,2,2022-05-16,39,11,2
BTC22_10_C_2,2,2022-05-16,44,11,2
BTC22_10_C_2,2,2022-05-16,49,11,2
BTC22_10_C_3,3,2022-05-16,4,11,2
BTC22_10_C_3,3,2022-05-16,9,11,2
BTC22_10_C_3,3,2022-05-16,14,11,2
BTC22_10_C_3,3,2022-05-16,19,11,2
BTC22_10_C_3,3,2022-05-16,24,11,2
BTC22_10_C_3,3,2022-05-16,29,11,2
BTC22_10_C_3,3,2022-05-16,34,11,2
BTC22_10_C_3,3,2022-05-16,39,11,2
BTC22_10_C_3,3,2022-05-16,44,11,2
BTC22_10_C_3,3,2022-05-16,49,11,2
BTC22_10_C_4,4,2022-05-16,4,11,2
BTC22_10_C_4,4,2022-05-16,9,11,2
BTC22_10_C_4,4,2022-05-16,14,11,2
BTC22_10_C_4,4,2022-05-16,19,11,2
BTC22_10_C_4,4,2022-05-16,24,11,2
BTC22_10_C_4,4,2022-05-16,29,11,2
BTC22_10_C_4,4,2022-05-16,34,11,2
BTC22_10_C_4,4,2022-05-16,39,11,2
BTC22_10_C_4,4,2022-05-16,44,11,2
BTC22_10_C_4,4,2022-05-16,49,11,2
BTC22_10_C_5,5,2022-05-16,4,11,2
BTC22_10_C_5,5,2022-05-16,9,11,2
BTC22_10_C_5,5,2022-05-16,14,11,2
BTC22_10_C_5,5,2022-05-16,19,11,2
BTC22_10_C_5,5,2022-05-16,24,11,2
BTC22_10_C_5,5,2022-05-16,29,11,2
BTC22_10_C_5,5,2022-05-16,34,11,2
BTC22_10_C_5,5,2022-05-16,39,11,2
BTC22_10_C_5,5,2022-05-16,44,11,2
BTC22_10_C_5,5,2022-05-16,49,11,2
BTC22_10_C_6,6,2022-05-16,4,11,2
BTC22_10_C_6,6,2022-05-16,9,11,2
BTC22_10_C_6,6,2022-05-16,14,11,2
BTC22_10_C_6,6,2022-05-16,19,11,2
BTC22_10_C_6,6,2022-05-16,24,11,2
BTC22_10_C_6,6,2022-05-16,29,11,2
BTC22_10_C_6,6,2022-05-16,34,11,2
BTC22_10_C_6,6,2022-05-16,39,11,2
BTC22_10_C_6,6,2022-05-16,44,11,2
BTC22_10_C_6,6,2022-05-16,49,11,2
BTC22_10_C_7,7,2022-05-16,4,11,2
BTC22_10_C_7,7,2022-05-16,9,11,2
BTC22_10_C_7,7,2022-05-16,14,11,2
BTC22_10_C_7,7,2022-05-16,19,11,2
BTC22_10_C_7,7,2022-05-16,24,11,2
BTC22_10_C_7,7,2022-05-16,29,11,2
BTC22_10_C_7,7,2022-05-16,34,11,2
BTC22_10_C_7,7,2022-05-16,39,11,2
BTC22_10_C_7,7,2022-05-16,44,11,2
BTC22_10_C_7,7,2022-05-16,49,11,2
BTC22_10_C_8,8,2022-05-16,4,11,2
BTC22_10_C_8,8,2022-05-16,9,11,2
BTC22_10_C_8,8,2022-05-16,14,11,2
BTC22_10_C_8,8,2022-05-16,19,11,2
BTC22_10_C_8,8,2022-05-16,24,11,2
BTC22_10_C_8,8,2022-05-16,29,11,2
BTC22_10_C_8,8,2022-05-16,34,11,2
BTC22_10_C_8,8,2022-05-16,39,11,2
BTC22_10_C_8,8,2022-05-16,44,11,2
BTC22_10_C_8,8,2022-05-16,49,11,2
BTC22_2_A_1,1,2022-01-24,2,3,2
BTC22_2_A_1,1,2022-01-24,7,3,2
BTC22_2_A_1,1,2022-01-24,12,3,2
BTC22_2_A_1,1,2022-01-24,17,3,2
BTC22_2_A_1,1,2022-01-24,22,3,2
BTC22_2_A_1,1,2022-01-24,27,3,2
BTC22_2_A_1,1,2022-01-24,32,3,2
BTC22_2_A_1,1,2022-01-24,37,3,2
BTC22_2_A_1,1,2022-01-24,42,3,2
BTC22_2_A_1,1,2022-01-24,47,3,2
BTC22_2_A_2,2,2022-01-24,2,3,2
BTC22_2_A_2,2,2022-01-24,7,3,2
BTC22_2_A_2,2,2022-01-24,12,3,2
BTC22_2_A_2,2,2022-01-24,17,3,2
BTC22_2_A_2,2,2022-01-24,22,3,2
BTC22_2_A_2,2,2022-01-24,27,3,2
BTC22_2_A_2,2,2022-01-24,32,3,2
BTC22_2_A_2,2,2022-01-24,37,3,2
BTC22_2_A_2,2,2022-01-24,42,3,2
BTC22_2_A_2,2,2022-01-24,47,3,2
BTC22_2_A_3,3,2022-01-24,2,3,2
BTC22_2_A_3,3,2022-01-24,7,3,2
BTC22_2_A_3,3,2022-01-24,12,3,2
BTC22_2_A_3,3,2022-01-24,17,3,2
BTC22_2_A_3,3,2022-01-24,22,3,2
BTC22_2_A_3,3,2022-01-24,27,3,2
BTC22_2_A_3,3,2022-01-24,32,3,2
BTC22_2_A_3,3,2022-01-24,37,3,2
BTC22_2_A_3,3,2022-01-24,42,3,2
BTC22_2_A_3,3,2022-01-24,47,3,2
BTC22_3_A_1,1,2022-02-07,2,4,2
BTC22_3_A_1,1,2022-02-07,7,4,2
BTC22_3_A_1,1,2022-02-07,12,4,2
BTC22_3_A_1,1,2022-02-07,17,4,2
BTC22_3_A_1,1,2022-02-07,22,4,2
BTC22_3_A_1,1,2022-02-07,27,4,2
BTC22_3_A_1,1,2022-02-07,32,4,2
BTC22_3_A_1,1,2022-02-07,37,4,2
BTC22_3_A_1,1,2022-02-07,42,4,2
BTC22_3_A_1,1,2022-02-07,47,4,2
BTC22_3_A_2,2,2022-02-07,2,4,2
BTC22_3_A_2,2,2022-02-07,7,4,2
BTC22_3_A_2,2,2022-02-07,12,4,2
BTC22_3_A_2,2,2022-02-07,17,4,2
BTC22_3_A_2,2,2022-02-07,22,4,2
BTC22_3_A_2,2,2022-02-07,27,4,2
BTC22_3_A_2,2,2022-02-07,32,4,2
BTC22_3_A_2,2,2022-02-07,37,4,2
BTC22_3_A_2,2,2022-02-07,42,4,2
BTC22_3_A_2,2,2022-02-07,47,4,2
BTC22_4_B_1,1,2022-02-21,3,5,2
BTC22_4_B_1,1,2022-02-21,8,5,2
BTC22_4_B_1,1,2022-02-21,13,5,2
BTC22_4_B_1,1,2022-02-21,18,5,2
BTC22_4_B_1,1,2022-02-21,23,5,2
BTC22_4_B_1,1,2022-02-21,28,5,2
BTC22_4_B_1,1,2022-02-21,33,5,2
BTC22_4_B_1,1,2022-02-21,38,5,2
BTC22_4_B_1,1,2022-02-21,43,5,2
BTC22_4_B_1,1,2022-02-21,48,5,2
BTC22_4_B_2,2,2022-02-21,3,5,2
BTC22_4_B_2,2,2022-02-21,8,5,2
BTC22_4_B_2,2,2022-02-21,13,5,2
BTC22_4_B_2,2,2022-02-21,18,5,2
BTC22_4_B_2,2,2022-02-21,23,5,2
BTC22_4_B_2,2,2022-02-21,28,5,2
BTC22_4_B_2,2,2022-02-21,33,5,2
BTC22_4_B_2,2,2022-02-21,38,5,2
BTC22_4_B_2,2,2022-02-21,43,5,2
BTC22_4_B_2,2,2022-02-21,48,5,2
BTC22_4_B_3,3,2022-02-21,3,5,2
BTC22_4_B_3,3,2022-02-21,8,5,2
BTC22_4_B_3,3,2022-02-21,13,5,2
BTC22_4_B_3,3,2022-02-21,18,5,2
BTC22_4_B_3,3,2022-02-21,23,5,2
BTC22_4_B_3,3,2022-02-21,28,5,2
BTC22_4_B_3,3,2022-02-21,33,5,2
BTC22_4_B_3,3,2022-02-21,38,5,2
BTC22_4_B_3,3,2022-02-21,43,5,2
BTC22_4_B_3,3,2022-02-21,48,5,2
BTC22_6_B_1,1,2022-03-21,3,7,2
BTC22_6_B_1,1,2022-03-21,8,7,2
BTC22_6_B_1,1,2022-03-21,13,7,2
BTC22_6_B_1,1,2022-03-21,18,7,2
BTC22_6_B_1,1,2022-03-21,23,7,2
BTC22_6_B_1,1,2022-03-21,28,7,2
BTC22_6_B_1,1,2022-03-21,33,7,2
BTC22_6_B_1,1,2022-03-21,38,7,2
BTC22_6_B_1,1,2022-03-21,43,7,2
BTC22_6_B_1,1,2022-03-21,48,7,2
BTC22_6_B_2,2,2022-03-21,3,7,2
BTC22_6_B_2,2,2022-03-21,8,7,2
BTC22_6_B_2,2,2022-03-21,13,7,2
BTC22_6_B_2,2,2022-03-21,18,7,2
BTC22_6_B_2,2,2022-03-21,23,7,2
BTC22_6_B_2,2,2022-03-21,28,7,2
BTC22_6_B_2,2,2022-03-21,33,7,2
BTC22_6_B_2,2,2022-03-21,38,7,2
BTC22_6_B_2,2,2022-03-21,43,7,2
BTC22_6_B_2,2,2022-03-21,48,7,2
BTC22_6_C_1,1,2022-03-21,4,7,2
BTC22_6_C_1,1,2022-03-21,9,7,2
BTC22_6_C_1,1,2022-03-21,14,7,2
BTC22_6_C_1,1,2022-03-21,19,7,2
BTC22_6_C_1,1,2022-03-21,24,7,2
BTC22_6_C_1,1,2022-03-21,29,7,2
BTC22_6_C_1,1,2022-03-21,34,7,2
BTC22_6_C_1,1,2022-03-21,39,7,2
BTC22_6_C_1,1,2022-03-21,44,7,2
BTC22_6_C_1,1,2022-03-21,49,7,2
BTC22_7_A_1,1,2022-04-04,2,8,2
BTC22_7_A_1,1,2022-04-04,7,8,2
BTC22_7_A_1,1,2022-04-04,12,8,2
BTC22_7_A_1,1,2022-04-04,17,8,2
BTC22_7_A_1,1,2022-04-04,22,8,2
BTC22_7_A_1,1,2022-04-04,27,8,2
BTC22_7_A_1,1,2022-04-04,32,8,2
BTC22_7_A_1,1,2022-04-04,37,8,2
BTC22_7_A_1,1,2022-04-04,42,8,2
BTC22_7_A_1,1,2022-04-04,47,8,2
BTC22_7_B_1,1,2022-04-04,3,8,2
BTC22_7_B_1,1,2022-04-04,8,8,2
BTC22_7_B_1,1,2022-04-04,13,8,2
BTC22_7_B_1,1,2022-04-04,18,8,2
BTC22_7_B_1,1,2022-04-04,23,8,2
BTC22_7_B_1,1,2022-04-04,28,8,2
BTC22_7_B_1,1,2022-04-04,33,8,2
BTC22_7_B_1,1,2022-04-04,38,8,2
BTC22_7_B_1,1,2022-04-04,43,8,2
BTC22_7_B_1,1,2022-04-04,48,8,2
BTC22_7_B_2,2,2022-04-04,3,8,2
BTC22_7_B_2,2,2022-04-04,8,8,2
BTC22_7_B_2,2,2022-04-04,13,8,2
BTC22_7_B_2,2,2022-04-04,18,8,2
BTC22_7_B_2,2,2022-04-04,23,8,2
BTC22_7_B_2,2,2022-04-04,28,8,2
BTC22_7_B_2,2,2022-04-04,33,8,2
BTC22_7_B_2,2,2022-04-04,38,8,2
BTC22_7_B_2,2,2022-04-04,43,8,2
BTC22_7_B_2,2,2022-04-04,48,8,2
BTC22_7_B_3,3,2022-04-04,3,8,2
BTC22_7_B_3,3,2022-04-04,8,8,2
BTC22_7_B_3,3,2022-04-04,13,8,2
BTC22_7_B_3,3,2022-04-04,18,8,2
BTC22_7_B_3,3,2022-04-04,23,8,2
BTC22_7_B_3,3,2022-04-04,28,8,2
BTC22_7_B_3,3,2022-04-04,33,8,2
BTC22_7_B_3,3,2022-04-04,38,8,2
BTC22_7_B_3,3,2022-04-04,43,8,2
BTC22_7_B_3,3,2022-04-04,48,8,2
BTC22_7_B_4,4,2022-04-04,3,8,2
BTC22_7_B_4,4,2022-04-04,8,8,2
BTC22_7_B_4,4,2022-04-04,13,8,2
BTC22_7_B_4,4,2022-04-04,18,8,2
BTC22_7_B_4,4,2022-04-04,23,8,2
BTC22_7_B_4,4,2022-04-04,28,8,2
BTC22_7_B_4,4,2022-04-04,33,8,2
BTC22_7_B_4,4,2022-04-04,38,8,2
BTC22_7_B_4,4,2022-04-04,43,8,2
BTC22_7_B_4,4,2022-04-04,48,8,2
BTC22_7_C_1,1,2022-04-04,4,8,2
BTC22_7_C_1,1,2022-04-04,9,8,2
BTC22_7_C_1,1,2022-04-04,14,8,2
BTC22_7_C_1,1,2022-04-04,19,8,2
BTC22_7_C_1,1,2022-04-04,24,8,2
BTC22_7_C_1,1,2022-04-04,29,8,2
BTC22_7_C_1,1,2022-04-04,34,8,2
BTC22_7_C_1,1,2022-04-04,39,8,2
BTC22_7_C_1,1,2022-04-04,44,8,2
BTC22_7_C_1,1,2022-04-04,49,8,2
BTC22_7_C_2,2,2022-04-04,4,8,2
BTC22_7_C_2,2,2022-04-04,9,8,2
BTC22_7_C_2,2,2022-04-04,14,8,2
BTC22_7_C_2,2,2022-04-04,19,8,2
BTC22_7_C_2,2,2022-04-04,24,8,2
BTC22_7_C_2,2,2022-04-04,29,8,2
BTC22_7_C_2,2,2022-04-04,34,8,2
BTC22_7_C_2,2,2022-04-04,39,8,2
BTC22_7_C_2,2,2022-04-04,44,8,2
BTC22_7_C_2,2,2022-04-04,49,8,2
BTC22_7_C_3,3,2022-04-04,4,8,2
BTC22_7_C_3,3,2022-04-04,9,8,2
BTC22_7_C_3,3,2022-04-04,14,8,2
BTC22_7_C_3,3,2022-04-04,19,8,2
BTC22_7_C_3,3,2022-04-04,24,8,2
BTC22_7_C_3,3,2022-04-04,29,8,2
BTC22_7_C_3,3,2022-04-04,34,8,2
BTC22_7_C_3,3,2022-04-04,39,8,2
BTC22_7_C_3,3,2022-04-04,44,8,2
BTC22_7_C_3,3,2022-04-04,49,8,2
BTC22_8_A_1,1,2022-04-18,2,9,2
BTC22_8_A_1,1,2022-04-18,7,9,2
BTC22_8_A_1,1,2022-04-18,12,9,2
BTC22_8_A_1,1,2022-04-18,17,9,2
BTC22_8_A_1,1,2022-04-18,22,9,2
BTC22_8_A_1,1,2022-04-18,27,9,2
BTC22_8_A_1,1,2022-04-18,32,9,2
BTC22_8_A_1,1,2022-04-18,37,9,2
BTC22_8_A_1,1,2022-04-18,42,9,2
BTC22_8_A_1,1,2022-04-18,47,9,2
BTC22_8_A_2,2,2022-04-18,2,9,2
BTC22_8_A_2,2,2022-04-18,7,9,2
BTC22_8_A_2,2,2022-04-18,12,9,2
BTC22_8_A_2,2,2022-04-18,17,9,2
BTC22_8_A_2,2,2022-04-18,22,9,2
BTC22_8_A_2,2,2022-04-18,27,9,2
BTC22_8_A_2,2,2022-04-18,32,9,2
BTC22_8_A_2,2,2022-04-18,37,9,2
BTC22_8_A_2,2,2022-04-18,42,9,2
BTC22_8_A_2,2,2022-04-18,47,9,2
BTC22_8_A_3,3,2022-04-18,2,9,2
BTC22_8_A_3,3,2022-04-18,7,9,2
BTC22_8_A_3,3,2022-04-18,12,9,2
BTC22_8_A_3,3,2022-04-18,17,9,2
BTC22_8_A_3,3,2022-04-18,22,9,2
BTC22_8_A_3,3,2022-04-18,27,9,2
BTC22_8_A_3,3,2022-04-18,32,9,2
BTC22_8_A_3,3,2022-04-18,37,9,2
BTC22_8_A_3,3,2022-04-18,42,9,2
BTC22_8_A_3,3,2022-04-18,47,9,2
BTC22_8_B_1,1,2022-04-18,3,9,2
BTC22_8_B_1,1,2022-04-18,8,9,2
BTC22_8_B_1,1,2022-04-18,13,9,2
BTC22_8_B_1,1,2022-04-18,18,9,2
BTC22_8_B_1,1,2022-04-18,23,9,2
BTC22_8_B_1,1,2022-04-18,28,9,2
BTC22_8_B_1,1,2022-04-18,33,9,2
BTC22_8_B_1,1,2022-04-18,38,9,2
BTC22_8_B_1,1,2022-04-18,43,9,2
BTC22_8_B_1,1,2022-04-18,48,9,2
BTC22_8_B_2,2,2022-04-18,3,9,2
BTC22_8_B_2,2,2022-04-18,8,9,2
BTC22_8_B_2,2,2022-04-18,13,9,2
BTC22_8_B_2,2,2022-04-18,18,9,2
BTC22_8_B_2,2,2022-04-18,23,9,2
BTC22_8_B_2,2,2022-04-18,28,9,2
BTC22_8_B_2,2,2022-04-18,33,9,2
BTC22_8_B_2,2,2022-04-18,38,9,2
BTC22_8_B_2,2,2022-04-18,43,9,2
BTC22_8_B_2,2,2022-04-18,48,9,2
BTC22_8_B_3,3,2022-04-18,3,9,2
BTC22_8_B_3,3,2022-04-18,8,9,2
BTC22_8_B_3,3,2022-04-18,13,9,2
BTC22_8_B_3,3,2022-04-18,18,9,2
BTC22_8_B_3,3,2022-04-18,23,9,2
BTC22_8_B_3,3,2022-04-18,28,9,2
BTC22_8_B_3,3,2022-04-18,33,9,2
BTC22_8_B_3,3,2022-04-18,38,9,2
BTC22_8_B_3,3,2022-04-18,43,9,2
BTC22_8_B_3,3,2022-04-18,48,9,2
BTC22_8_C_1,1,2022-04-18,4,9,2
BTC22_8_C_1,1,2022-04-18,9,9,2
BTC22_8_C_1,1,2022-04-18,14,9,2
BTC22_8_C_1,1,2022-04-18,19,9,2
BTC22_8_C_1,1,2022-04-18,24,9,2
BTC22_8_C_1,1,2022-04-18,29,9,2
BTC22_8_C_1,1,2022-04-18,34,9,2
BTC22_8_C_1,1,2022-04-18,39,9,2
BTC22_8_C_1,1,2022-04-18,44,9,2
BTC22_8_C_1,1,2022-04-18,49,9,2
BTC22_8_C_2,2,2022-04-18,4,9,2
BTC22_8_C_2,2,2022-04-18,9,9,2
BTC22_8_C_2,2,2022-04-18,14,9,2
BTC22_8_C_2,2,2022-04-18,19,9,2
BTC22_8_C_2,2,2022-04-18,24,9,2
BTC22_8_C_2,2,2022-04-18,29,9,2
BTC22_8_C_2,2,2022-04-18,34,9,2
BTC22_8_C_2,2,2022-04-18,39,9,2
BTC22_8_C_2,2,2022-04-18,44,9,2
BTC22_8_C_2,2,2022-04-18,49,9,2
BTC22_8_C_3,3,2022-04-18,4,9,2
BTC22_8_C_3,3,2022-04-18,9,9,2
BTC22_8_C_3,3,2022-04-18,14,9,2
BTC22_8_C_3,3,2022-04-18,19,9,2
BTC22_8_C_3,3,2022-04-18,24,9,2
BTC22_8_C_3,3,2022-04-18,29,9,2
BTC22_8_C_3,3,2022-04-18,34,9,2
BTC22_8_C_3,3,2022-04-18,39,9,2
BTC22_8_C_3,3,2022-04-18,44,9,2
BTC22_8_C_3,3,2022-04-18,49,9,2
BTC22_9_B_1,1,2022-05-02,3,10,2
BTC22_9_B_1,1,2022-05-02,8,10,2
BTC22_9_B_1,1,2022-05-02,13,10,2
BTC22_9_B_1,1,2022-05-02,18,10,2
BTC22_9_B_1,1,2022-05-02,23,10,2
BTC22_9_B_1,1,2022-05-02,28,10,2
BTC22_9_B_1,1,2022-05-02,33,10,2
BTC22_9_B_1,1,2022-05-02,38,10,2
BTC22_9_B_1,1,2022-05-02,43,10,2
BTC22_9_B_1,1,2022-05-02,48,10,2
BTC22_9_B_2,2,2022-05-02,3,10,2
BTC22_9_B_2,2,2022-05-02,8,10,2
BTC22_9_B_2,2,2022-05-02,13,10,2
BTC22_9_B_2,2,2022-05-02,18,10,2
BTC22_9_B_2,2,2022-05-02,23,10,2
BTC22_9_B_2,2,2022-05-02,28,10,2
BTC22_9_B_2,2,2022-05-02,33,10,2
BTC22_9_B_2,2,2022-05-02,38,10,2
BTC22_9_B_2,2,2022-05-02,43,10,2
BTC22_9_B_2,2,2022-05-02,48,10,2
BTC22_9_B_3,3,2022-05-02,3,10,2
BTC22_9_B_3,3,2022-05-02,8,10,2
BTC22_9_B_3,3,2022-05-02,13,10,2
BTC22_9_B_3,3,2022-05-02,18,10,2
BTC22_9_B_3,3,2022-05-02,23,10,2
BTC22_9_B_3,3,2022-05-02,28,10,2
BTC22_9_B_3,3,2022-05-02,33,10,2
BTC22_9_B_3,3,2022-05-02,38,10,2
BTC22_9_B_3,3,2022-05-02,43,10,2
BTC22_9_B_3,3,2022-05-02,48,10,2
BTC22_9_C_1,1,2022-05-02,4,10,2
BTC22_9_C_1,1,2022-05-02,9,10,2
BTC22_9_C_1,1,2022-05-02,14,10,2
BTC22_9_C_1,1,2022-05-02,19,10,2
BTC22_9_C_1,1,2022-05-02,24,10,2
BTC22_9_C_1,1,2022-05-02,29,10,2
BTC22_9_C_1,1,2022-05-02,34,10,2
BTC22_9_C_1,1,2022-05-02,39,10,2
BTC22_9_C_1,1,2022-05-02,44,10,2
BTC22_9_C_1,1,2022-05-02,49,10,2
BTC22_9_C_2,2,2022-05-02,4,10,2
BTC22_9_C_2,2,2022-05-02,9,10,2
BTC22_9_C_2,2,2022-05-02,14,10,2
BTC22_9_C_2,2,2022-05-02,19,10,2
BTC22_9_C_2,2,2022-05-02,24,10,2
BTC22_9_C_2,2,2022-05-02,29,10,2
BTC22_9_C_2,2,2022-05-02,34,10,2
BTC22_9_C_2,2,2022-05-02,39,10,2
BTC22_9_C_2,2,2022-05-02,44,10,2
BTC22_9_C_2,2,2022-05-02,49,10,2
BTC22_9_C_3,3,2022-05-02,4,10,2
BTC22_9_C_3,3,2022-05-02,9,10,2
BTC22_9_C_3,3,2022-05-02,14,10,2
BTC22_9_C_3,3,2022-05-02,19,10,2
BTC22_9_C_3,3,2022-05-02,24,10,2
BTC22_9_C_3,3,2022-05-02,29,10,2
BTC22_9_C_3,3,2022-05-02,34,10,2
BTC22_9_C_3,3,2022-05-02,39,10,2
BTC22_9_C_3,3,2022-05-02,44,10,2
BTC22_9_C_3,3,2022-05-02,49,10,2
BTC22_9_D_1,1,2022-05-02,5,10,2
BTC22_9_D_1,1,2022-05-02,10,10,2
BTC22_9_D_1,1,2022-05-02,15,10,2
BTC22_9_D_1,1,2022-05-02,20,10,2
BTC22_9_D_1,1,2022-05-02,25,10,2
BTC22_9_D_1,1,2022-05-02,30,10,2
BTC22_9_D_1,1,2022-05-02,35,10,2
BTC22_9_D_1,1,2022-05-02,40,10,2
BTC22_9_D_1,1,2022-05-02,45,10,2
BTC22_9_D_1,1,2022-05-02,50,10,2
BTC22_9_D_2,2,2022-05-02,5,10,2
BTC22_9_D_2,2,2022-05-02,10,10,2
BTC22_9_D_2,2,2022-05-02,15,10,2
BTC22_9_D_2,2,2022-05-02,20,10,2
BTC22_9_D_2,2,2022-05-02,25,10,2
BTC22_9_D_2,2,2022-05-02,30,10,2
BTC22_9_D_2,2,2022-05-02,35,10,2
BTC22_9_D_2,2,2022-05-02,40,10,2
BTC22_9_D_2,2,2022-05-02,45,10,2
BTC22_9_D_2,2,2022-05-02,50,10,2
BUT22_1_A_1,1,2022-01-10,2,2,3
BUT22_1_A_1,1,2022-01-10,7,2,3
BUT22_1_A_1,1,2022-01-10,12,2,3
BUT22_1_A_1,1,2022-01-10,17,2,3
BUT22_1_A_1,1,2022-01-10,22,2,3
BUT22_1_A_1,1,2022-01-10,27,2,3
BUT22_1_A_1,1,2022-01-10,32,2,3
BUT22_1_A_1,1,2022-01-10,37,2,3
BUT22_1_A_1,1,2022-01-10,42,2,3
BUT22_1_A_1,1,2022-01-10,47,2,3
BUT22_1_A_2,2,2022-01-10,2,2,3
BUT22_1_A_2,2,2022-01-10,7,2,3
BUT22_1_A_2,2,2022-01-10,12,2,3
BUT22_1_A_2,2,2022-01-10,17,2,3
BUT22_1_A_2,2,2022-01-10,22,2,3
BUT22_1_A_2,2,2022-01-10,27,2,3
BUT22_1_A_2,2,2022-01-10,32,2,3
BUT22_1_A_2,2,2022-01-10,37,2,3
BUT22_1_A_2,2,2022-01-10,42,2,3
BUT22_1_A_2,2,2022-01-10,47,2,3
BUT22_1_A_3,3,2022-01-10,2,2,3
BUT22_1_A_3,3,2022-01-10,7,2,3
BUT22_1_A_3,3,2022-01-10,12,2,3
BUT22_1_A_3,3,2022-01-10,17,2,3
BUT22_1_A_3,3,2022-01-10,22,2,3
BUT22_1_A_3,3,2022-01-10,27,2,3
BUT22_1_A_3,3,2022-01-10,32,2,3
BUT22_1_A_3,3,2022-01-10,37,2,3
BUT22_1_A_3,3,2022-01-10,42,2,3
BUT22_1_A_3,3,2022-01-10,47,2,3
BUT22_1_A_4,4,2022-01-10,2,2,3
BUT22_1_A_4,4,2022-01-10,7,2,3
BUT22_1_A_4,4,2022-01-10,12,2,3
BUT22_1_A_4,4,2022-01-10,17,2,3
BUT22_1_A_4,4,2022-01-10,22,2,3
BUT22_1_A_4,4,2022-01-10,27,2,3
